userName,score,at,content
Meat Nightcore,1,2024-03-30 16:22:41,Sangat sulit untuk conten kreator dikarenakan sistme feed yang algoritma nya ntah seperti apa . Vidio orisinil dianggap tidak orisinil . Kualitas vidio sudah besar ketika di upload menjadi kecil . Ajukan banding juga terlalu sulit. Adehhh
Faiz Aufa,3,2024-03-30 15:49:54,"Ngga tau kenapa suara saat nge scrol video tu suara nya kecil bahkan saat ku full in volume nya tetep aja ngga kenceng suaranya, padahal saat ku cek hp nya temenku suaranya kenceng padahal volume nya setengah doang tpi kenceng,sedangkan aku kenapa suaranya kecil ya"
Tamil Nambe,2,2024-03-30 15:43:04,"setelah update tab live tidak bisa dipencet, dan saat nonton teman live tidak bisa geser layar ke kiri untuk lihat live yang lain, dan mode pip juga tidak bisa lagi. sudah di uninstal dan instal lagi tapi sama saja tidak bisa."
Fitria Ningsih,3,2024-03-30 14:23:40,"Kenapa ya pas saya mau cek fitur sample gratis, pas mau di klik ga bisa?? Saya mau tarik pengajuan sample gratis jadi gabisa, karna fiturnya ga bisa di klik"
Yono Riyono,2,2024-03-30 11:08:11,Kok tiktok jadi error'.setiap di scroll video nya tidak muncul tapi ada suaranya dan separuhnya lagi seperti video sebelum nya.tolong di perbaiki secepatnya
Nabila Khoirunnisa 3c,1,2024-03-30 08:37:12,"Ini gmn sih kok ga bisa login Padahal udah coba 10x lebihh mau coba lagi ehh malah ada kyk gini ""Anda terlalu banyak mengirim kode verifikasi"" nah aku kyk gitu krn ga bisa login aku coba trs ga bisa tolong diperbaiki sementara aku uninstal dulu🙏🏻🙏🏻"
Prabu Prabu,1,2024-03-30 08:34:36,Jangan di download Aplikasi nya jadi sangat jelek.... Jadi berat ke HP kita gak bisa buka aplikasi lain... Hp kita jadi error sehabis perbaharui aplikasi ini...
KANG WENDO,2,2024-03-30 08:06:51,"Untuk lagunya Kurang menarik semua Tapi begitu ngambil yang bagus langsung diredam. Maksudnya apaan..? Kalau nggak bisa ngasih lagi yang bagus ya jangan diredam lah, aku nyari lagu itu susah"
Shadowzz,2,2024-03-30 07:11:59,"Sudah sangat bagus, hanya saja optimalkan lagi untuk perangkat seluler low-mid dan mid-end karena tiktok sekarang kurang optimal untuk perangkat jenis itu, pemutaran video kurang nyaman apabila tiktok selalu saja mengalami masalah fps yang menurun"
Rifky Ramdani,5,2024-03-30 03:50:07,Video setelah diupload menjadi burik dan patah patah 😑 terus banyak bug jumlah penayangan yang gak berubah padahal sudah berubah kalau dari akun lain
Tangguh kurniawan,2,2024-03-30 01:38:42,"gw kasih bintang 2 tau alesannya kenapa? ya karna lu pilih kasih, orang lain ko pada bisa buat konten slide, sedangkan gw? gabisa jirr, sumpah ini masalah yang harus di perbaiki sih, buat tiktok please jangan anggap spele akan masalah ini, semakin banyak hal yang lu sepelein smakin banyak juga orang yang bakalan bosen sama apk ini. PEGANG OMONGAN GW!!"
Ayu Aisyah Yolanda,4,2024-03-30 00:37:03,"tiktok banyak bug nya atau sering ngelag apalagi kalau lagi scroll trs ada live sukaa masuk tiba""terus pas d keluarin lag lagi sampe kdangg""apk nya terkeluar sendri pas di pencet lagi hilang videonya tolong d perbaiki🙏🏻"
FIRMAN,1,2024-03-29 22:41:36,"Ribetnya tiktok..mau reset sandi karena lupa sandi saja tidak bisa,wajib verifikasi menggunakan nomor yang terdaftar,masalahnya nomor yang didaftarkan sudah tidak aktif..."
Kim Arma12,3,2024-03-29 22:08:15,Saya kasih bintang 3 dulu soalnya apk nya makin lama jadi ngecrash Mulu sama kalo videonya muncul walaupun ruang kapasitas ram masih oke tapi tetap patah dan crash tolong di benerin lagi apk tolongggggg
Ayesha ayesha,3,2024-03-29 19:49:28,"Sudah 1 bulan lebih saya tidak bisa membuka aplikasi tiktok dan hanya bisa di buka setelah hp di instal ulang itupun cuma sekali , setelah itu pas saya buka lagi sudah tidak bisa masuk ke aplikasi tiktok."
Imam Rafif,1,2024-03-29 19:32:24,Kenapa setelah saya update ini fitur save videonya kok hilang kan kalo saya lagi pengen nyimpan video yg saya suka jadi susah . Tim tiktok tolong perbaiki masalah ini untuk para pengguna nya lebih nyaman menggunakan nya
Ajun Leksmana,1,2024-03-29 18:55:24,"Makin gak jelas nih tiktok, padahal baru selesai update, masa pas masuk tiktok terus pergi ke live ada pemberitahuan di suruh geser ke kanan mulu, terus satu lagi, saya kan mau pindah akun yang satunya lagi, eh pas mau masuk tiba tiba gak bisa dan muncul pemberitahuan ""tidak ada koneksi internet"", sampai sekarang saya gak bisa masuk ke akun utama dan akun kedua saya, gimana ini tiktok?"
suryani se,3,2024-03-29 14:41:45,"bintang 3 dulu ya soalnya kalo mau komen pasti keyboard hilang/gak ada harus nunggu lama buat keyboardnya muncul lagi dan setiap kali kita mau liat profil orang pasti blur dan kalo kita cari mukbang gitu pasti munculnya dance bukan mukbang, jadi tolong di perbaiki dulu ya tiktok nya...."
Icha,3,2024-03-29 14:05:32,"saya sdh lama sekali menggunakan apk tiktok ini, entah knpa tidak bisa dibuka. setelah d buka apk nya kluar lagi. saya coba buka apk lain, masih aman2 saja, saya sdh mulai ulang perangkat saya, tetap tidak bisa. harapan saya apk nya bisa lebih diperbaiki lagi. terima kasih 🙏"
Satriani Rini,4,2024-03-29 12:48:30,"Dari mulai main tiktok dan menonton juga membuat akun gk ada yang bug tapi ada yang bikin jengkel yaitu bug,dan membuat video , keluar sendri, peningkatan versi,,,jadi tolong untuk di update lebih baik lagi dan sya kasih 4 bintang dlu ya,,trms,,,🙏"
Aqila Azzahra05,5,2024-03-29 12:35:52,"Nyesel dulu hapus tik tok,padahal bikin video di tik tok lumayan mudah,tapi sayangnya sih klo sinyal jelek ga bisa ngapa²in cuman bisa scroll² ga jelas,dan ga bisa download video :V (agak aneh sih pikiranku) Btw semangat developer Makasih udah baca :)"
Salsa Salsa,1,2024-03-29 11:22:59,"Pas mau login/masuk itu kan disuruh ndaftar nah aku mau ndaftar tuh,tapi pas mau ndaftar itu ngak bisa padalah udah ngisi umurnya,sama yang lainnya tapi malah jawabanya ""Maaf, sepertinya anda tidak memenuhi syarat untuk tiktok"" gitu trs, aku padahal Udah coba berkali-kali tapi gk berhasil,gmn tu,dlu jga prnh download tiktok,mau login aja udah gitu..akhirnya aku uninstall aj,skrng mau coba lgi sambil lht tutorialnya..eh sama aj gk bisa.. Gmn tu,rugi klo gni..kasih saran nya.. Yg udah bsa..."
Reno Saputra,1,2024-03-29 11:02:36,"Kenapa ketika scroll pake wifi tiba tiba leg tapi pindah ke YouTube bisa tidak leg sama sekali,tapi pake kuota lancar. Tolong yang tau silahkan komen apakah eror itu hp saya/semuanya juga begitu"
Suwarsih,1,2024-03-29 10:21:30,"Tidak bisa memasukkan kode undangan, aplikasi nya rusak. Kadang nge-bug. Padahal koneksi internet maupun perangkat dalam keadaan baik"
Zazauda,2,2024-03-29 10:20:45,Aku hampir nangis gara² tiktok jadi aku lagi scroll tiba² aku liat tablet aku liat harga nya murah gak kan gak murah akhirnya aku keluar eh waktu keluar kok ga bisa aku ke aplikasi lain kok gak bisa aku ga suka kayak gitu udh gitu aja
bendol aam,1,2024-03-29 03:43:37,"Sebel banget saya pas mau login tiktok malah tidak bisa login tulisannya mau login frekuensi kunjungan terlalu sering login pake akun facebook,ig,tweter,google pun juga tidak bisa kalau ada yang seperti itu minta tolong plisss"
Dian Anggraeni,2,2024-03-29 00:12:09,"Ini kenapa ya kok aneh tiktoknya, udah diawal tiba-tiba gak bisa dibuka, terus aku uninstall, terus. Aku install lagi, lah kok fitur tiktokshop nya menghilang terus jadi kayak tiktok dulu, mau memperbarui barangkali Karena belum diperbarui eh ternyata kok ga ada tombol pembaruan, developer minta tolong dong ini kenapa ya"
YUYUN,3,2024-03-28 14:59:44,"Kadang gabisa posting ulang , gabisa nayangin kunjungan profil , suka nge bug tibatiba ga bisa bikin stories , ga bisa ngeliat orang yang liat video kita , like nya pun.tolong perbaiki ya mimin toktok 🙏🏼🙏🏼"
Alpina Putri Saskia,3,2024-03-28 14:22:41,"Dear Tiktok. Sebaiknya pihak anda melakukan kerja sama lagi terkait musik hak cipta. Kembalikan lagi musik-musik dari aktris terkenal, dan bayar sang penyanyi asli dengan royalti yang seimbang. Karena sesungguhnya, bagi saya Tiktok merupakan pusat hiburan musik dimana saya dapat menemukan musik-musik yang sedang trend. Terima kasih!"
Hasan M. Arif,1,2024-03-28 13:17:37,Pesan langsung tiba tiba hilang katanya umur kurang dari 16. Gak singkron sama data akun asli padahal dah lebih dari umur 20. Dan tahun lahir dan jelas 90an.. Bikin susah aja buat komunikasi dengan teman lain.
Dody Basuki,3,2024-03-28 12:44:18,"masih banyak bug di device saya seperti tap2 yang tidak keluar love, dan juga jaringan sering tidak stabil atau lag padahal sudah pakai wifi juga, tolong untuk perbaikan agar masalah2 seperti di atas"
Syifa Nursyafiqah,4,2024-03-28 12:34:30,"Sebenernya tiktok ini bagus, banyak vidio vidio seru, kenpa sya kasih bintang cuman 4 krn ada kesalahan di tiktok saya, masa di tiktok saya ga bisa dm org? Tiktok yg lain bisa, susah juga jdinya saya untuk berkomunikasi dengan teman teman saya, selebihnya udh bagus, kekurangan tiktok saya ga bisa dm, tolong yah di perbaikin lgi..udh segitu aja, makasihh:))"
Bolem Kids,1,2024-03-28 00:12:45,"Update sekarang jelek banget,Video suka patah patah ,Dan banyak peraturan untuk berkarya ,bukannya di up malah di down ,Pas video bugil aja di up ,Tolong lah tiktok perbaiki aplikasi nya dan semua nya agar lebih berkembang lagi"
Ara ara,3,2024-03-27 23:12:08,"Tiktok cukup bagus dari media sosial lain nya, tapi banyak kekurangan yang di dapat. Sering kali kita keluar sendiri dari apknya juga tiap kali bikin konten selalu terkena pelanggaran padahal tidak ada unsur negatif di vidio tersebut. Perbaiki ya tolong."
Muhammad Julianto,1,2024-03-27 22:00:02,"-Algoritma sekarang sangat payah viewer mentok paling cuma 200, balikin kyk dulu la -pelanggaran hak cipta suara, cape cape edit malah di mute -kalo kyk gini terus lama kelamaan nanti kalo ada platform baru mending pindah, parah tiktok sekarang tidak friendly"
Alyaa,1,2024-03-27 18:53:12,"Tiktok sekarang jelek apa apa ga bisa, kan biasanya klo ada yang pake filter kan di atas nama nya di kasih tau filternya apa ini mah g keliatan jdi kita ga tau udah di update udah di un install tpi tetep sama, sama sama jelek, udah ga ada filter nya ga ada capcut nya juga di atas username, gmn si udh kritik di diemin aja kocak apk jelek"
feros bf,4,2024-03-27 10:37:27,"Kasih segini dulu ya, Aplikasinya bagus bisa buat akun, nonton video random, pokoknya banyak deh tapi ada sedikit ngeleg gitu kayak pas mau posting video suka ngedrop sebentar gitu"
Auliya Ditaa,1,2024-03-27 09:19:31,"Heran sama aplikasi tiktok sekarang .. akun ku tiba tiba di blokir karena alasan pelanggaran .. padahal komen tidak pake kata² kasar kena pelanggaran terus dan di blokir selamanya , bikin konten juga konten biasa gak ada yang aneh malah di blokir.. konten yang vulgar tak senonoh malah gak di blokir malah di loloskan.. aplikasi gak jelas . . tolong ya untuk pihak tiktok kedepannya di perbaiki lagi .. dan tolong pulihkan akun saya.. thx"
Al Fi,2,2024-03-27 07:46:17,"Entah kenapa tiktok ini sering error ya Misal nya: saat di scroll malah lag Saat ingin memberikan komentar keyboard nya ga muncul Video sering patah patah Dan paling apess nya lagi saat ada live tiktok dan saya scroll tiba² saya di arahkan untuk nonton live itu dan ga bisa sentuh layarnya selama 7 atau 10 detikan. Jadi tolong buat apk ini tidak crash, pasti banyak penguna ANDROID yang suka. Kalo di liat² pengguna IPHONE ok² aja apakah tiktok berencana buat apk ini khusus buat pengguna IPHONE"
Rein aja,1,2024-03-26 22:51:39,"Untuk developer tiktok tolong kembalikan akun saya seperti semula lagi akun tiktok sayang terkena pelanggaran tolong diperbaiki tiktok saya sayang tidak bisa lagi ngesahare video ke teman saya lagi,tolong untuk tiktok mengembalikan akun tiktok saya seperti semula lagi normal lagi terima kasih"
siti Jamilah,4,2024-03-26 17:32:31,"Hai tiktok, senang sekali bisa eksplore app ini dan bisa mengakses semua fiturnya. Saya sangat mendambakan semua video yang di post di tiktok dilengkapi dengan tanggal dan waktu video tersebut di upload agar pengguna tiktok tidak mudah termakan berita berita simpang siur yang sudah di edit sedemikian rupa Buat CTO nya tiktok ganbatte wkwk"
Shafa Alnia,1,2024-03-26 14:46:52,"Tidak bisa mengasih lokasi seperti video orang² , tidak bisa chatan di tik tok ,tidak bisa memposting ulang, tidak ada link preset capcut tolong di perbaiki bintang 0 aslinya tolonglah saya update tik tok saya kenapa menjadi seperti itu cacat sekali"
AHMAD ABIM,5,2024-03-26 13:23:22,Aplikasi Super manfaat tik tok lebih suka dari medsos yang saya gunakan semoga fitur fitur terbarunya super top dan saya bangga dengsn aplikasi tiktok ini pemula sekalipun tetap di kasih akses kesempatan buat memperbaiki kesalahan yang di buatnya dan memandu agar lebih paham dengan aturan aturan dari tiktok terimakasih tiktok.
Widya Jaunaa,1,2024-03-26 12:49:06,"lah apaan punya tmn gw ada fitur kirfot/kirvideo lha pnya gw gk ada, udh di uninstall ttp aj kga ada. Ad paling cuma 10 mnt an abis tu ilang lagi, ada pas baru di instal doang huhh. Tolong lah minn🙏🏻"
Coxii Thea,1,2024-03-26 09:05:02,"Apk nya udah rusak terpaksa aku uninstall,setiap aku buka apk sllu ajukan banding,,tidak bisa login,,blum cukup umur lah apa lah,,padahal umurku 30,,udah di perbarui data masih aja gk bisa login sllu minta banding trus,,,"
Muhammad Syam Ani Rejeki,1,2024-03-26 08:59:41,"Tolong pihak Tiktok kembalikan mode gelapnya soalnya saya cari-cari di pengaturan dan privasi dan masuk ke tampilan tidak pernah muncul mode gelap, jadi bingung aktifkannya gimana, please Tiktok kembalikan mode gelapnya"
Ravil Bukuno`,3,2024-03-26 00:41:28,"Sebenarnya sudah bagus tp kebanyakan kalo upload video sering ke kompres dan resolusi videonya jadi buruk, begitu juga fps nya yg sering drop padahal video aslinya kualitas resolusi dan fps nya bagus tapi pas di upload malah jadi jelek. Dan juga ada banyak sound yg dihapus/dibisukan padahal udah capek"" ngedit soundnya malah dihapus/dibisukan. Sbenarnya video yg dibisukan bisa jg diganti soundnya tpi kbanyakan gk bisa make suara aslinya. Lalu dikit"" video kena pelanggaran dgn alsan yg tdk jelas"
Pengguna Google,5,2024-03-25 22:16:45,Oke ini aplikasi tapi tolong perbaiki bug saat mengganti sound di icon favorit tidak muncul satupun lagu favoritku tolong di perbaiki
Andri Ciu,3,2024-03-25 21:25:40,"Saya kasih bintang 3 aja dulu, soal nya saya ga bisa live dan selalu timbul jaringan teus, tapi saya pake yg lain lancar ko, knpa hanya tik tok yg ga bisa, padahal saya pake wifi coba dong bos di perbaikin lagi tik tok nya🙏🙏"
JhiqDD 1820,1,2024-03-25 21:03:05,"Jujur kecewa bgt sama tiktok skrg, walaupun di update baru pun tetap saja bug.. 123 skip ke 4 loading nya lama. Tolong update jgn kebanyakan kan berat. Hapus fitur yg jarang d pakai"
DhanyaAqila Zahra,3,2024-03-25 10:01:32,"fitur yang kurang lengkap, seperti fitur tiktok shop, fitur posting ulang, dll. aplikasinya juga semakin lama semakin berat, terkadang tidak bisa discroll dan tiba tiba keluar dari aplikasi sendiri. Selebihnya cukup memuaskan, dan semoga fitur-fitur yang tidak lengkap bagi saya akan tersedia kembali, Terimakasih."
Salsa Santika Dewi,5,2024-03-25 08:51:40,"Bagus sih bisa belanja dengan mudah tapi tolong dong ini yg buat aplikasi nyaa gimna sih TikTok shop skrng gabisa bayar di tempat,...Jadi susah bayarnya harus melalui transfer dulu..tolong kembalikan TikTok shop yang bisa bayar ditempat..jadi rumit,bikin malas belanja ajjdeh.. mending disebelah bisa bayar di tempat"
Belanga 085,5,2024-03-25 08:32:28,"saya memakai tiktok ini sangat bagus, sebagian orang berkata tiktok error. segala macam tetapi saya menggunakannya baik"" saja saya rasa hp pengguna yang kurang sehat minsalnya ram nya penuh atau segala macam. Intinya di hp pengguna aja. Terimakasih ya semoga berguna untuk kalian semua"
SANS PRESET,1,2024-03-24 23:42:51,"Tadi saya beli promosi viewers video yang harga 15.000 (1500+ viewers), namun setelah beberapa jam, view videonya tidak kunjung naik (hanya mentok di 190 view), dan saya mengeklik ""Berhenti Promosi"" saat akan klik ada tulisan, (Jika anda berhenti, total sisa pengeluaran akan dikembalikan ke saldo anda), namun sampai sekarang saldo itu tidak kunjung kembali, saya sangat kecewa"
aloysius damai,3,2024-03-24 22:35:28,"Aplikasi ini bagus, karena dapat menghibur dan menshare banyak ilmu. Namun, sekarang tik tok merespon nya lambat bahkan membuat HP menjadi lemot"
Erizon Fazli,4,2024-03-24 22:21:21,"tiktok udan bagus bgt cuma ada beberapa kekurangan yang saya kurang suka di tiktok entah itu bug atau apa, yg petama:ketika saya ingin upload video tiktok saat proses upload an nya selalu nge stuck di angka 60% atau 78% dan gk selesai selesai, kedua di beberapa andoid belum mendukung night mode, mungkin itu saja semoga bug atau kekurangan ny di perbaiki ya tiktokk, untuk apl nya udan bagus bgtt kokk😄"
sigit setya,1,2024-03-24 22:21:09,"Untuk yang mau belanja dengan berkedok SALE, jangn order lebih dari 1 dengn barang yg sama, karena harga akan kembali normal, bukan harga SALE yg ditulis dan hanya dipotong bbrp persen,"
Kokom Lisa,1,2024-03-24 21:58:19,"JELEK BANGET SEKARANG!!!!!!!! Aplikasinya suka bug, keluar sendiri, kalau di scroll macet harus nunggu beberapa saat dulu. Ini DEVELOPER nya kemana sih kok gak diperbaiki!!!!!????????"
Rara Ara,1,2024-03-24 17:12:00,"Saya sangat kesal,saya ingin edit video,trs ada tulisan,tiktok tidak menanggapi,terus pas saya pengen bikin konten akun sy di blokir permanen trus padahal saya cuman bikin asmr doang,dan langsung ada notifikasi,akun saya di blokir secara permanen,saya mohon untuk kejadian ini tak terulang,karena kejadian ini sudah 5x saya suka apk ini tapi apk ini kurang bagus,dan tmn tmn sy jga bilang ""tiktok jahat banget padahal aku pengen face refeal eh gada 4 detik udh ke blokir akun ku""mohon di perbaiki lgi"
Fajar Kpk,1,2024-03-24 14:53:58,Aplikasinya tambah parah bikin darah tinggi. Tiba² suka keluar sendiri. Dan juga suka ngeleg. Gabisa di pencet apa² ke henpon nya juga cepet panas. Padahal udah di update segala macem tolong dong di per baiki. Jangan sampe pelanggan tiktoksop pindah ke aplikasi lain..terima kasih..🙏
Neng Sari,3,2024-03-24 13:46:18,Kenapa skrng tiktok kalo mau belanja online gk bisa COD gk kya dulu. Dulu mah seneng sm aplikasi nya karna bisa liat video yg bagus bisa cari hiburan jg bisa belanja online karna amanah. Skrng mah mau belanja aja susah karna harus tf dulu gk bisa COD lg. Sayang bnget padahal
Adrian Saputra,3,2024-03-24 10:56:22,"Tiktok makin aneh, ada solusi gak,kok saya gak bisa belanja di tiktok. Setiap memencet barang di tiktok sop selalu muncul tulisan ""ada masalah coba lagi"" gimana ini tiktok."
Yuga Syahrudin,5,2024-03-24 05:10:02,"Aplikasinya sih udah bagus dan menghibur . Tapi tiktok keseringan update, saran kalau memang tiktok banyak kekurangan gak papa update tapi pikiran penguna hp yang ramnya masih 2/16gb terimakasih🙏."
Solikin Kin,1,2024-03-24 03:03:39,"tik tok nya ngebug parah, pas mau masuk ke tik tok nya, sering keluar keluar sendiri. penyimpan ku padahal masih banyak. aku buka aplikasi lain juga ga ada ngeleg ngelegnya, tapi ketika masuk ke tik tok selalu ngeleg. tolong di perbaiki lagi"
Maswi Squissy,5,2024-03-23 23:48:55,"Cuman mau ngasih pemasukan saja,kenapa ya akhir2ini kalau mau liat tiktok suka lemot banget padahal jaringan ok dan lagian juga baru beli kouta masa ya langsung lemot, tolong diperbaiki lagi ya biar orang2 makin puas dengan aplikasi tiktok☺"
Zelda Fariha,2,2024-03-23 21:57:23,"Saya sebenernya sangat suka dengan aplikasi ini,tetapi alasan saya mengasih bintang 2 pada aplikasi ini karna,sya agak kesal,dikarenakan awal awal saya foto dengan filter tiktok itu hasilnya sangat bagus dan jernih tetapi saat saya mencoba foto foto lagi dengan filter tiktok tiba tiba saja kamera saya menjadi blur dan buram,saya tidak tau itu karena hp saya atau bukan,TPI menurut saya itu bukanlah dri hp saya,Karna saat saya memakai kamera biasa hasil fotonya sangat jernih,sekian terimakasih"
Aveline Rafeyfa Asyla,5,2024-03-23 19:06:48,Suka banget sama tiktok udh main tiktok juga dari tahun 2019 sampai 2024 ini masih main semoga tiktok lebih baik lagi ya. Dan semoga aja tiktok di bikin biar bisa fyp banyak soalnya capek juga klok kita udh bikin konten to yg like cuman 1 atau pun ga ada yg like makasih tiktok
anita nita,1,2024-03-23 17:53:32,"Kembalikan aplikasi tiktok yg dulu, masa skrg tidak ada shop nya, terus jga hasil video editan sudah di simpan malah hasil nya jelek dan buram, tolong balikin lg aplikasi yg versi dulu nya"
Lailaa Story's,5,2024-03-23 13:13:18,"aplikasinya bagus cuman tolong diperbaiki bug nya , tapi aslinya ini aplikasi nya seru kita dapat pengalaman baru yang bisa kita ikuti jadi best banget buat app nya tiktok ❤️"
Mia Mia,5,2024-03-23 10:48:45,"Sangat membantu dalam semua hal , mendapatkan informasi baru , berita terupdate, mau belanja pun mudah , pokonya banyak bgt manfaatnya . semoga selalu bertambah untuk gratis ongkirnya ya dan bonus2 koin lainnya"
Andri Ruffi,2,2024-03-23 07:54:40,"yang saya sayangkan adalah video promosi kena pelanggaran tidak jelas, mengapa saya bilang tidak jelas ? saya menggunakan kata dan foto yang hampir sama hanya menggunakan template yang berbeda mengapa bisa yang satu kena pelanggaran dan yang satu tidak? dan ketika dicek dikolom pelanggaran alasanya menggunakan kata kata dan klaim berlebihan, logikanya jika yang satu kena pelanggaran harusnya kena semua. tolong fitur kuis untuk mengurangi poin pelanggaran jangan cuma sebulan sekali."
Ramadhania Amelia Zulfa,4,2024-03-23 04:48:04,"kok gabisa nonton vt kenapa ya tulisannya tidak ada internet?padahal uda di update biasanya bisa loh ,kenapa ini tiba"" gabisa padahal sinyal juga bagus,setelan tiktok juga udah diperbaiki masi aja gabisa, tolong segera diperbaiki"
Syah Herman,1,2024-03-22 18:52:04,Jangan di persulit tiktok untuk menarik saldo akun yang kita dapat susah payah dari live di suruh verifikasi saya tidak masalah tapi kenapa peroses nya lama banget sampai beberapa bulan belum selesai update nya tidak berguna
kayla zahra,3,2024-03-22 18:46:25,"udah bagus sih apk nya, cuma ada sedikit bug nya kaya tiba"" keluar dari apk, ke refresh sendiri. apk nya juga menuhin memori banget. cepet nguras baterai jugaa. jadi, tolong diperbaiki lagi yaaa, makasii."
Isma tiady,1,2024-03-22 17:59:21,Saya kira hp saya yg harus sudah upgrade...ternyata banyak juga ulasan yg lain tentang tiktok lebih berat makan ram gedr banget...hp saya harus restart beberapa kali akhirnya saya uninstall saja ... Tolong tiktok nya susah di buka...
Zakqi MOA,5,2024-03-22 12:36:01,"Buat kalian yang bilang katanya ada bug nya katanya sering lemot, itu bukan masalah apk TikTok tapi kemungkinan besar hp kalian yang kurang mendukung atau biasanya di sebabkan memori penuh, hp yang tidak di jaga sehingga menimbulkan error yang menyebabkan lemot saat menggunakan apk TikTok, ada juga yang sering buka situs web ilegal juga dapat membuat hp kalian lemot yang di sebabkan oleh virus, intinya semua tergantung kondisi hp kalian, kalau hp kalian sehat"" aja kerawat pasti bisa dan lancar."
AdiTz Project,4,2024-03-22 12:14:39,"Gimana ini min?, apa emang ada ke eroran apa gimana? Soalnya tiktok gw muter2 mulu pas pkek wifi,masak iya harus pakai kartu mulu, wifi gw gak guna dong, kalo liat aplikasi laen biasa aja, Mohon perbaikannya, muter2 mulu, kadang cuma ada sound doang, klo dari wifinya gamungkin, soalnya di app lain gak gini. 🥲🙏🏻🙏🏻"
Babang Ali,3,2024-03-22 12:06:12,"Ada semacam kendala di tiktok yang tiba"" hitam sendiri di beberapa fideo . Harus membuka komentar agar bisa terlihat dan kadang full hitam . Fideo tidak bisa di tonton sedangkan fideo lain bisa saat scroll . Bug mungkin"
Gemoy Moy,4,2024-03-22 11:55:22,Bgs bgt.. Tpi knp suka membalik y.. Padahal hp saya tdk bnyk aplikasi memori jg sudah 256.. Mohon di perbaiki y saya pusing klo lgi nonton tiba² membalik ga jls gt.. 1 lgi knp video yg sdh di draff ga bisa di simpan di galeri tanpa di post dlu y.. Padahal dlu bisa² aj tuh.. Ap mungkin masalah pembaruan kh
Jumiati Saja,1,2024-03-22 10:11:30,"Sering bug tiba""..hang juga..trs tiap scrol trs ketemu live mesti keluar tiba"" dan lag.. padahal hp saya kapasitas ram nya besar..masa masih ngelag..mana ngelag nya di tiktok doang...lebih suka tiktok yang dulu.."
Tito AP,2,2024-03-22 02:29:15,"Saya sangat senang ada fitur postingan ulang, tapi saya kecewa akhir akhir ini karena setelah update banyak fitur yang gak bermutu dan tanggal postingan ulang dihilangkan, itu benar benar membuat saya sangat amat kecewa, tolong di benahi lagi, berikan format waktu pada postingan ulang, sebelumnya saya menyimpan video tapi tak ada format tanggal, jadi saya lebih menggunakan postingan ulang dibanding simpan video"
Jenri Marisi Sidauruk,3,2024-03-22 00:15:08,"Secara fungsinya, tiktok memberikan sebuah era baru di media sosial dengan algoritma khususnya. Tapi secara User Interface, tiktok masih ketinggalan jaman, karena tidak punya MODE GELAP atau DARK MODE di interfacenya, sehingga kadang menyilaukan disaat2 tertentu kita buka aplikasinya."
Rifal Ginanjar,1,2024-03-21 20:35:36,"Aplikasi nya bagus sih bagus tapiii Pas mau upload video lama banget sampai nunggu 1 jam lebih ada padahal jaringan aman kuota masih banyak, dan pas mau masuk aplikasi tiktok suka keluar sendiri 😑 pokoknya mohon untuk di benar kan aplikasinya 😤"
Azka channel,3,2024-03-21 18:57:48,"tiktok sekarang udah kadang kadang,kadang bisa di buka kadang gak,di update sudah,trus harus apa lagi,terkadang suka lemot.maaf blum bisa kasih bintang penuh karna masih kadang kadang."
Faylasufah,3,2024-03-21 18:54:14,"Sekarang tik tok makin erorr PARAHH,masa iya pas aku mau bikin Vidio mesti keluar dari apk nyaa,aku coba lagi terus gituu sampai aku gabisa bikin Vidio,kesel bgtt,selain itu aku kan lagi unduh efek ya trs tiba"" keluar sendiri haduhhh ko tambah Kya gini sih,padahal dulunya ga gitu:("
Naura Adara,3,2024-03-21 07:16:48,Ini cukup bagus tapi masalah nya itu dia pas mau login akun tiktok udah masuk keluar lagi dan juga pernah mengalami bug disitu saya kesal nya😡😡 Tapi setelah update tidak ada bug cuman mohon diperbaiki🙏🏼🙏🏻🙏🏻
Danial Ilham,1,2024-03-20 21:44:44,"ruang sudah di kosongkan.tapi masuk dalam 1 menit, ruang kembali penuh semula, kosongkan lagi masuk lagi penuh lagi..semakin buruk.sampah banyak yang tersembunyi. bikin hp cepet panas+lag+bug. apk paling mahal tp kualitas kecepatan semakin lama semakin buruk banget. setiap mau komal masuk room teman auto mental padahal sinyal WIfi bagus. 🤦🤦"
Asepjuralit Juralit,1,2024-03-20 21:38:09,Ko saya semakin jengkel sih sama apk ini. Kenapa saya tidak bisa masuk ke apk tiktok. Log terus. Padahal saya tidak pernah keluar sebelumnya. Ada pemberitahuan tiktok tidak berjalan di perangkat anda. Lah ini memory hp gede. Masak tidak bisa berjalan. Aneh saya
Ima wae11,2,2024-03-20 20:48:39,"Tiktok makin lama makin aneh sering ngebug ga gajelas sering leg ga jelas,kebanyakan org live bikin apknya leg Mulu mana kadang kga bisa di scroll suka keluar sendiri dari apknya padahal jaringan bagus,mohon diperbaiki kurangin aja live""nyaa"
Chika Almira,2,2024-03-20 20:25:34,"Setelah update sering banyak kejadian yaitu kadang keluar apk sendiri SERING BGT, setelah update juga sering lag,bug, update itu untuk memperbaiki tiktok... bukan untuk lag,dan juga setiap update mb nya naik terus dulu pertama masih 60-70 mb sekarang sampai 103 mb"
